AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_integral_eval: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_isProbability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_nonneg_ae: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_nonnegative_background: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_order_disintegrate: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_order_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_order_recursion: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_orderedNormalizedGaps: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_orderedNormalizedGaps_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_positive_background: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_raceNormalizedGaps: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_raceNormalizedGaps_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_raceNormalizedGaps_restrict_order: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_residual_measure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_survival: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_survival_ge: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_surviving_order: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponentialRace_surviving_order_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponential_avoids_background: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponential_density_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponential_residual_measure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.exponential_scale_to_unit: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.factorial_remainder_tendsto_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finiteCyclicDensity_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw_count_joint: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw_count_univ: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw_isProbabilityMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw_of_ne_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finitePoissonLaw_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_cover_sum_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_insertion_path: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_insertion_path_countWindow: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_insertion_path_ennreal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_insertion_path_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.finite_nonnegative_sum_le_tail: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.first_clock_event_iff: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.first_gap_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedCount_inverse: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCountLaw_totalVariation_of_pointProcess: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPointCount_eq_card: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPoints_eq_interior_of_tail_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPoints_realMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPoints_tail_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixedPoints_tail_count_ae: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixed_point_mass_fiber_identity: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fixed_point_probability_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.forwardPathWeight_cons: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.forwardPathWeight_sum_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullDensityMeasure_restrict_Iio: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullIntensity_mass: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullIntensity_mass_eq_toNNReal_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.fullIntensity_projection_recovery: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.gap_abs_rateKernel_time_sub_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostColumnKernel_ne_top: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostColumnKernel_toReal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostColumn_expectation_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostColumn_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel_marked_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountKernel_row_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountSuccess_implies_swapped_path: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountSuccess_probability_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCountWindow_probability_le_rank_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCycleVertexSum_eq_cylinder_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCycleVertexSum_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostCylinderProduct_le_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry_eq_density_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry_eq_early_add_late: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry_le_rate_mul_length: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry_mem_Icc: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostEntry_row_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostOrderKernel_ae_eq_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostOrderKernel_eq_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostOrderKernel_eq_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostOrderKernel_le_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPathSum_ne_top: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPathSum_toReal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPredecessorSum_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPredecessorSum_ne_top: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPredecessorSum_toReal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostPredecessorSum_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_count_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_iff_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_multiplicity_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowByOrder_pos: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowLength_expectation_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowLength_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_ae_eq_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_eq_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_expectation_eq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_expectation_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghostWindowVolume_ne_top_of_interior: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghost_cylinder_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghost_cylinder_bound_ennreal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghost_cylinder_product_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghost_marked_edge_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ghost_subwindow_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.half_mean_exponent: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.half_rates_le_two: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.hasDerivAt_log_one_sub_exp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.hasDerivAt_rateKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.hasDerivAt_rateKernel_time: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.hasDerivAt_survivalKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.highCycleExpectation_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.highRateMass_eq_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_cycle_vertex_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_cycle_vertices_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_density_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.high_rate_ghostEntry_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.history_predictability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityGapDuration_succ: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityNormalizedGaps_eq_rate_mul_gap: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.identityNormalizedGaps_order_recursion: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.iidPointLaw_isProbabilityMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.index_le_of_strictMono_ranks: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.initialRateMass_le_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.initialRateMass_le_limit_add_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.initialRateMass_mono: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionColumn_le_new_add_length: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathSum_succ: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertionPathWeight_cons: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.insertion_added_predecessor_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.instIsFiniteMeasureRealProfileMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.instIsProbabilityMeasureForallFinRealCyclicProfileMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.instIsProbabilityMeasureRealProfileMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrableOn_exponential_density_Ioi: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrableOn_probability_weighted_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_capacity_kernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_cyclicCellStep: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_cyclicGridKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_cyclicLimitKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_cyclic_source_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_early_return_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_exp_neg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_finite_state: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_fixed_point_indicator: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_highProfile: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_interiorIntensity: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_interior_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_interior_observed_test: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_late_return_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_lowProfile: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_markedNormalizedGaps_mixed: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_markedNormalizedGaps_taylorEnvelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_marked_return_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_mixed_expMeasure_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_momentLaplaceAlgebra_pointMoment: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_natCountLaplaceAlgebra: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_normalized_clockBand: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_of_zero_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_one_sub_exp_neg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_pointLaplace_finitePoissonLaw: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_pointMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_poissonMixture: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_pow_expMeasure_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_predictableChance: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_profileDiagonal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_profileGridKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_profileLimitKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_race_permutation_statistic: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_rateKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_selectedNormalizedGaps: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_selectedNormalizedGaps_mixed: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_selectedNormalizedGaps_taylorEnvelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_stepProfile: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_sum_mul_prod_expMeasure_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_survivalKernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_tailFixedPointCount: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integrable_weightedPointMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_abs_div_tendsto_of_bounded: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_abs_le_threshold_add_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_arrivalAt: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_block_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_capacity_kernel: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_clockBand: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_clockSurvivalIndicator: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_comp_stepProfile: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_countLaplace_finitePoissonLaw: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_cycleBlockIndicator_eq_rank_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_cyclicCellStep: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_cyclicGridKernel_step: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_cyclicGridKernel_sub_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_cyclic_source_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_empiricalArrival: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_empiricalRemaining: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_error_mul_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_exp_neg_mem_Icc: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_exponentialPDFReal: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_exponential_density_Ioi: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_finite_state: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_fullIntensity: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_interiorIntensity: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_interior_observed_test_le_tail: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_markedNormalizedGaps_mixed: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_markedNormalizedGaps_prod: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_markedNormalizedGaps_prod_sq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_markedNormalizedGaps_taylorEnvelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_mixed_expMeasure_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_natCountAlgebra_eq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_natCountLaplace_pi_poisson: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_natCountSingletonTest: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_normalized_clockBand_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_normalized_survivalGe: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_observedPointMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_one_sub_exp_neg_disjointCountTest: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_one_sub_exp_neg_eq_mass_mul: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointCountSingletonTest: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointCountSingletonTest_comp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointCountSingletonTest_finitePoissonLaw: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointLaplace_finitePoissonLaw: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointLaplace_iidPointLaw: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pointMeasureOfFin: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_poissonMixture_of_power: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pow_expMeasure_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_pow_poissonMeasure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_profileGridKernel_step: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_profileLimitKernel_eq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_selectedNormalizedGaps: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_selectedNormalizedGaps_mixed: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_selectedNormalizedGaps_taylorEnvelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_stepProfile_cell: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_sub_abs_le_on_set: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_sub_abs_le_uniform: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_sum_clockSurvivalIndicator: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.integral_sum_mul_prod_expMeasure_one: [propext, Classical.choice, Quot.sound]
